fw_id,school_district,school_name,sample_point_name,sample_date,Pb (µg/L),result,investigative_sample_number,comments
692,SFUSD,Presidio MS,Presidio MS - Site B,17-Oct-17,< 1,initial,,
693,SFUSD,Presidio MS,Presidio MS - Site C,17-Oct-17,< 1,initial,,
694,SFUSD,Presidio MS,Presidio MS - Site D,17-Oct-17,< 1,initial,,
695,SFUSD,Presidio MS,Presidio MS - Site E,17-Oct-17,< 1,initial,,
696,SFUSD,Redding ES,Redding ES - Site A,17-Oct-17,3.28,initial,,
697,SFUSD,Redding ES,Redding ES - Site B,17-Oct-17,11.9,initial,,
698,SFUSD,Redding ES,Redding ES - Site C,17-Oct-17,< 1,initial,,
699,SFUSD,Redding ES,Redding ES - Site D,17-Oct-17,< 1,initial,,
700,SFUSD,Redding ES,Redding ES - Site E,17-Oct-17,< 1,initial,,
701,SFUSD,Robert L Stevenson ES,Robert L Stevenson ES - Site A,19-Oct-17,< 1,initial,,
702,SFUSD,Robert L Stevenson ES,Robert L Stevenson ES - Site B,19-Oct-17,< 1,initial,,
703,SFUSD,Robert L Stevenson ES,Robert L Stevenson ES - Site C,19-Oct-17,< 1,initial,,
704,SFUSD,Robert L Stevenson ES,Robert L Stevenson ES - Site D,19-Oct-17,< 1,initial,,
705,SFUSD,Robert L Stevenson ES,Robert L Stevenson ES - Site E,19-Oct-17,< 1,initial,,
706,SFUSD,"Rodriguez, Zaida T. Early Education","Rodriguez, Zaida T. Early Education - Site A",,,,,School also occupies part of 2950 Mission St
707,SFUSD,"Rodriguez, Zaida T. Early Education","Rodriguez, Zaida T. Early Education - Site B",,,,,
708,SFUSD,"Rodriguez, Zaida T. Early Education","Rodriguez, Zaida T. Early Education - Site C",,,,,
709,SFUSD,"Rodriguez, Zaida T. Early Education","Rodriguez, Zaida T. Early Education - Site D",,,,,
710,SFUSD,"Rodriguez, Zaida T. Early Education","Rodriguez, Zaida T. Early Education - Site E",,,,,
711,SFUSD,Rooftop Burnett Campus,Rooftop Burnett Campus - Site A,12-Oct-17,< 1,initial,,
712,SFUSD,Rooftop Burnett Campus,Rooftop Burnett Campus - Site B,12-Oct-17,< 1,initial,,
713,SFUSD,Rooftop Burnett Campus,Rooftop Burnett Campus - Site C,12-Oct-17,4.82,initial,,
714,SFUSD,Rooftop Burnett Campus,Rooftop Burnett Campus - Site D,12-Oct-17,< 1,initial,,
715,SFUSD,Rooftop Burnett Campus,Rooftop Burnett Campus - Site E,12-Oct-17,< 1,initial,,
716,SFUSD,Rooftop Mayeda Campus,Rooftop Mayeda Campus - Site A,12-Oct-17,2.34,initial,,
717,SFUSD,Rooftop Mayeda Campus,Rooftop Mayeda Campus - Site B,12-Oct-17,< 1,initial,,
718,SFUSD,Rooftop Mayeda Campus,Rooftop Mayeda Campus - Site C,12-Oct-17,< 1,initial,,
719,SFUSD,Rooftop Mayeda Campus,Rooftop Mayeda Campus - Site D,12-Oct-17,< 1,initial,,
720,SFUSD,Rooftop Mayeda Campus,Rooftop Mayeda Campus - Site E,,,,,Site not indicated by school
721,SFUSD,Roosevelt MS,Roosevelt MS - Site A,3-Oct-17,< 1,initial,,
722,SFUSD,Roosevelt MS,Roosevelt MS - Site B,3-Oct-17,< 1,initial,,
723,SFUSD,Roosevelt MS,Roosevelt MS - Site C,3-Oct-17,1.4,initial,,
724,SFUSD,Roosevelt MS,Roosevelt MS - Site D,3-Oct-17,1.93,initial,,
725,SFUSD,Roosevelt MS,Roosevelt MS - Site E,3-Oct-17,< 1,initial,,
726,SFUSD,Rosa Parks ES,Rosa Parks ES - Site A,17-Oct-17,< 1,initial,,
727,SFUSD,Rosa Parks ES,Rosa Parks ES - Site B,17-Oct-17,< 1,initial,,
728,SFUSD,Rosa Parks ES,Rosa Parks ES - Site C,17-Oct-17,< 1,initial,,
729,SFUSD,Rosa Parks ES,Rosa Parks ES - Site D,17-Oct-17,< 1,initial,,
730,SFUSD,Rosa Parks ES,Rosa Parks ES - Site E,17-Oct-17,< 1,initial,,
731,SFUSD,San Miguel Children Center,San Miguel Children Center - Site A,,,,,
732,SFUSD,San Miguel Children Center,San Miguel Children Center - Site B,,,,,
733,SFUSD,San Miguel Children Center,San Miguel Children Center - Site C,,,,,
734,SFUSD,San Miguel Children Center,San Miguel Children Center - Site D,,,,,
735,SFUSD,San Miguel Children Center,San Miguel Children Center - Site E,,,,,
736,SFUSD,Sanchez ES,Sanchez ES - Site A,19-Apr-17,1.8,initial,,
737,SFUSD,Sanchez ES,Sanchez ES - Site B,19-Apr-17,< 1,initial,,
738,SFUSD,Sanchez ES,Sanchez ES - Site C,19-Apr-17,< 1,initial,,
739,SFUSD,Sanchez ES,Sanchez ES - Site D,19-Apr-17,< 1,initial,,
740,SFUSD,Sanchez ES,Sanchez ES - Site E,19-Apr-17,1.22,initial,,
741,SFUSD,"Serra, Junipero (Annex) Early Education School","Serra, Junipero (Annex) Early Education School - Site A",,,,,
742,SFUSD,"Serra, Junipero (Annex) Early Education School","Serra, Junipero (Annex) Early Education School - Site B",,,,,
743,SFUSD,"Serra, Junipero (Annex) Early Education School","Serra, Junipero (Annex) Early Education School - Site C",,,,,
744,SFUSD,"Serra, Junipero (Annex) Early Education School","Serra, Junipero (Annex) Early Education School - Site D",,,,,
745,SFUSD,"Serra, Junipero (Annex) Early Education School","Serra, Junipero (Annex) Early Education School - Site E",,,,,
746,SFUSD,Serra (Junipero) Elementary School,Serra (Junipero) Elementary School - Site A,15-Dec-17,1.5,initial,,
747,SFUSD,Serra (Junipero) Elementary School,Serra (Junipero) Elementary School - Site B,19-Dec-17,< 1,initial,,Used on initial sampling date of 12/15/17
748,SFUSD,Serra (Junipero) Elementary School,Serra (Junipero) Elementary School - Site C,15-Dec-17,< 1,initial,,
749,SFUSD,Serra (Junipero) Elementary School,Serra (Junipero) Elementary School - Site D,15-Dec-17,< 1,initial,,
750,SFUSD,Serra (Junipero) Elementary School,Serra (Junipero) Elementary School - Site E,15-Dec-17,1.6,initial,,
751,SFUSD,SF Community Alt,SF Community Alt. - Site A,27-Sep-17,< 1,initial,,
752,SFUSD,SF Community Alt,SF Community Alt. - Site B,27-Sep-17,1.73,initial,,
753,SFUSD,SF Community Alt,SF Community Alt. - Site C,27-Sep-17,< 1,initial,,
754,SFUSD,SF Community Alt,SF Community Alt. - Site D,27-Sep-17,< 1,initial,,
755,SFUSD,SF Community Alt,SF Community Alt. - Site E,27-Sep-17,< 1,initial,,
756,SFUSD,SF County Court Woodside Learning Center,SF County Court Woodside Learning Center - Site A,30-Jan-18,3.2,initial,,
757,SFUSD,SF County Court Woodside Learning Center,SF County Court Woodside Learning Center - Site B,30-Jan-18,2.3,initial,,
758,SFUSD,SF County Court Woodside Learning Center,SF County Court Woodside Learning Center - Site C,30-Jan-18,4.3,initial,,
759,SFUSD,SF County Court Woodside Learning Center,SF County Court Woodside Learning Center - Site D,30-Jan-18,4.9,initial,,
760,SFUSD,SF County Court Woodside Learning Center,SF County Court Woodside Learning Center - Site E,30-Jan-18,2.3,initial,,
761,SFUSD,SF Public Montessori ES,SF Public Montessori ES - Site A,6-Oct-17,< 1,initial,,
762,SFUSD,SF Public Montessori ES,SF Public Montessori ES - Site B,6-Oct-17,< 1,initial,,
763,SFUSD,SF Public Montessori ES,SF Public Montessori ES - Site C,6-Oct-17,< 1,initial,,
764,SFUSD,SF Public Montessori ES,SF Public Montessori ES - Site D,6-Oct-17,< 1,initial,,
765,SFUSD,SF Public Montessori ES,SF Public Montessori ES - Site E,6-Oct-17,< 1,initial,,
766,SFUSD,Sheridan ES,Sheridan ES - Site A,11-Oct-17,< 1,initial,,
767,SFUSD,Sheridan ES,Sheridan ES - Site B,11-Oct-17,< 1,initial,,
768,SFUSD,Sheridan ES,Sheridan ES - Site C,11-Oct-17,< 1,initial,,
769,SFUSD,Sheridan ES,Sheridan ES - Site D,11-Oct-17,1.9,initial,,
770,SFUSD,Sheridan ES,Sheridan ES - Site E,11-Oct-17,< 1,initial,,
771,SFUSD,Sherman ES,Sherman ES - Site A,20-Oct-17,< 1,initial,,
772,SFUSD,Sherman ES,Sherman ES - Site B,20-Oct-17,< 1,initial,,
773,SFUSD,Sherman ES,Sherman ES - Site C,20-Oct-17,2.72,initial,,
774,SFUSD,Sherman ES,Sherman ES - Site D,20-Oct-17,< 1,initial,,
775,SFUSD,Sherman ES,Sherman ES - Site E,20-Oct-17,< 1,initial,,
776,SFUSD,Spring Valley ES,Spring Valley ES - Site A,11-Oct-17,< 1,initial,,
777,SFUSD,Spring Valley ES,Spring Valley ES - Site B,11-Oct-17,6.13,initial,,
778,SFUSD,Spring Valley ES,Spring Valley ES - Site C,11-Oct-17,< 1,initial,,
779,SFUSD,Spring Valley ES,Spring Valley ES - Site D,11-Oct-17,< 1,initial,,
780,SFUSD,Spring Valley ES,Spring Valley ES - Site E,11-Oct-17,7.28,initial,,
781,SFUSD,Starr King ES,Starr King ES - Site A,12-Apr-17,< 1,initial,,
782,SFUSD,Starr King ES,Starr King ES - Site B,12-Apr-17,< 1,initial,,
783,SFUSD,Starr King ES,Starr King ES - Site C,12-Apr-17,< 1,initial,,
784,SFUSD,Starr King ES,Starr King ES - Site D,12-Apr-17,< 1,initial,,
785,SFUSD,Starr King ES,Starr King ES - Site E,12-Apr-17,< 1,initial,,
786,SFUSD,Stockton (Commodore) Children Center,Stockton (Commodore) Children Center - Site A,,,,,
787,SFUSD,Stockton (Commodore) Children Center,Stockton (Commodore) Children Center - Site B,,,,,
788,SFUSD,Stockton (Commodore) Children Center,Stockton (Commodore) Children Center - Site C,,,,,
789,SFUSD,Stockton (Commodore) Children Center,Stockton (Commodore) Children Center - Site D,,,,,
790,SFUSD,Stockton (Commodore) Children Center,Stockton (Commodore) Children Center - Site E,,,,,
791,SFUSD,Sunnyside ES,Sunnyside ES - Site A,18-Apr-17,< 1,initial,,
792,SFUSD,Sunnyside ES,Sunnyside ES - Site B,18-Apr-17,< 1,initial,,
793,SFUSD,Sunnyside ES,Sunnyside ES - Site C,18-Apr-17,< 1,initial,,
794,SFUSD,Sunnyside ES,Sunnyside ES - Site D,18-Apr-17,< 1,initial,,
795,SFUSD,Sunnyside ES,Sunnyside ES - Site E,18-Apr-17,< 1,initial,,
796,SFUSD,Sunset ES,Sunset ES - Site A,13-Oct-17,< 1,initial,,
797,SFUSD,Sunset ES,Sunset ES - Site B,13-Oct-17,< 1,initial,,
798,SFUSD,Sunset ES,Sunset ES - Site C,13-Oct-17,< 1,initial,,
799,SFUSD,Sunset ES,Sunset ES - Site D,13-Oct-17,< 1,initial,,
800,SFUSD,Sunset ES,Sunset ES - Site E,13-Oct-17,< 1,initial,,
801,SFUSD,Sutro ES,Sutro ES - Site A,11-Oct-17,< 1,initial,,
802,SFUSD,Sutro ES,Sutro ES - Site B,11-Oct-17,< 1,initial,,
803,SFUSD,Sutro ES,Sutro ES - Site C,11-Oct-17,< 1,initial,,
804,SFUSD,Sutro ES,Sutro ES - Site D,11-Oct-17,< 1,initial,,
805,SFUSD,Sutro ES,Sutro ES - Site E,11-Oct-17,< 1,initial,,
806,SFUSD,Tenderloin ES,Tenderloin ES - Site A,11-Oct-17,< 1,initial,,
807,SFUSD,Tenderloin ES,Tenderloin ES - Site B,11-Oct-17,< 1,initial,,
808,SFUSD,Tenderloin ES,Tenderloin ES - Site C,11-Oct-17,< 1,initial,,
809,SFUSD,Tenderloin ES,Tenderloin ES - Site D,11-Oct-17,< 1,initial,,
810,SFUSD,Tenderloin ES,Tenderloin ES - Site E,11-Oct-17,< 1,initial,,
811,SFUSD,Tule Elk Park,Tule Elk Park - Site A,,,,,
812,SFUSD,Tule Elk Park,Tule Elk Park - Site B,,,,,
813,SFUSD,Tule Elk Park,Tule Elk Park - Site C,,,,,
814,SFUSD,Tule Elk Park,Tule Elk Park - Site D,,,,,
815,SFUSD,Tule Elk Park,Tule Elk Park - Site E,,,,,
816,SFUSD,Ulloa ES,Ulloa ES - Site A,4-Oct-17,< 1,initial,,
817,SFUSD,Ulloa ES,Ulloa ES - Site B,4-Oct-17,< 1,initial,,
818,SFUSD,Ulloa ES,Ulloa ES - Site C,5-Oct-17,< 1,initial,,
819,SFUSD,Ulloa ES,Ulloa ES - Site D,4-Oct-17,< 1,initial,,
820,SFUSD,Ulloa ES,Ulloa ES - Site E,4-Oct-17,< 1,initial,,
821,SFUSD,Visitacion Valley ES,Visitacion Valley ES - Site A,19-Oct-17,< 1,initial,,
822,SFUSD,Visitacion Valley ES,Visitacion Valley ES - Site B,19-Oct-17,< 1,initial,,
823,SFUSD,Visitacion Valley ES,Visitacion Valley ES - Site C,19-Oct-17,< 1,initial,,
824,SFUSD,Visitacion Valley ES,Visitacion Valley ES - Site D,19-Oct-17,< 1,initial,,
825,SFUSD,Visitacion Valley ES,Visitacion Valley ES - Site E,19-Oct-17,< 1,initial,,
826,SFUSD,Visitacion Valley MS,Visitacion Valley MS - Site A,20-Oct-17,2.6,initial,,
827,SFUSD,Visitacion Valley MS,Visitacion Valley MS - Site B,20-Oct-17,< 1,initial,,
828,SFUSD,Visitacion Valley MS,Visitacion Valley MS - Site C,20-Oct-17,< 1,initial,,
829,SFUSD,Visitacion Valley MS,Visitacion Valley MS - Site D,20-Oct-17,< 1,initial,,
830,SFUSD,Visitacion Valley MS,Visitacion Valley MS - Site E,20-Oct-17,< 1,initial,,
831,SFUSD,Wallenberg (Raoul) Traditional High School,Wallenberg (Raoul) Traditional High School - Site A,27-Feb-18,< 1,initial,,"Cl2-T=0.95,0.98"
832,SFUSD,Wallenberg (Raoul) Traditional High School,Wallenberg (Raoul) Traditional High School - Site B,27-Feb-18,< 1,initial,,"Cl2-T=0.01,0.01"
833,SFUSD,Wallenberg (Raoul) Traditional High School,Wallenberg (Raoul) Traditional High School - Site C,27-Feb-18,4.2,initial,,"Cl2-T=0.01,0.01"
834,SFUSD,Wallenberg (Raoul) Traditional High School,Wallenberg (Raoul) Traditional High School - Site D,27-Feb-18,< 1,initial,,"Cl2-T=0.47,0.48"
835,SFUSD,Wallenberg (Raoul) Traditional High School,Wallenberg (Raoul) Traditional High School - Site E,27-Feb-18,< 1,initial,,"Cl2-T=0.96,0.97"
836,SFUSD,Washington (George) High School,Washington (George) High School - Site A,13-Feb-18,< 1,initial,,
837,SFUSD,Washington (George) High School,Washington (George) High School - Site B,13-Feb-18,< 1,initial,,
838,SFUSD,Washington (George) High School,Washington (George) High School - Site C,13-Feb-18,< 1,initial,,
839,SFUSD,Washington (George) High School,Washington (George) High School - Site D,13-Feb-18,< 1,initial,,
840,SFUSD,Washington (George) High School,Washington (George) High School - Site E,13-Feb-18,< 1,initial,,
841,SFUSD,Weill (Raphael) Children Center,Weill (Raphael) Children Center - Site A,,,,,
842,SFUSD,Weill (Raphael) Children Center,Weill (Raphael) Children Center - Site B,,,,,
843,SFUSD,Weill (Raphael) Children Center,Weill (Raphael) Children Center - Site C,,,,,
844,SFUSD,Weill (Raphael) Children Center,Weill (Raphael) Children Center - Site D,,,,,
845,SFUSD,Weill (Raphael) Children Center,Weill (Raphael) Children Center - Site E,,,,,
846,SFUSD,"Wells, Ida B High School","Wells, Ida B High School - Site A",13-Mar-18,< 1,initial,,
847,SFUSD,"Wells, Ida B High School","Wells, Ida B High School - Site B",13-Mar-18,< 1,initial,,
848,SFUSD,"Wells, Ida B High School","Wells, Ida B High School - Site C",13-Mar-18,< 1,initial,,
849,SFUSD,"Wells, Ida B High School","Wells, Ida B High School - Site D",13-Mar-18,< 1,initial,,
850,SFUSD,"Wells, Ida B High School","Wells, Ida B High School - Site E",13-Mar-18,< 1,initial,,
851,SFUSD,West Portal ES,West Portal ES - Site A,18-Oct-17,< 1,initial,,
852,SFUSD,West Portal ES,West Portal ES - Site B,18-Oct-17,1.04,initial,,
853,SFUSD,West Portal ES,West Portal ES - Site C,18-Oct-17,< 1,initial,,
854,SFUSD,West Portal ES,West Portal ES - Site D,18-Oct-17,< 1,initial,,
855,SFUSD,West Portal ES,West Portal ES - Site E,18-Oct-17,117,initial,,
855,SFUSD,West Portal ES,West Portal ES - Site E,24-Oct-17,1.26,repeat,,
855,SFUSD,West Portal ES,West Portal ES - Site E,1-Nov-17,9.42,confirmatory,,
855,SFUSD,West Portal ES,West Portal ES - Site E,24-Oct-17,< 1,investigative,2,
855,SFUSD,West Portal ES,West Portal ES - Site E,24-Oct-17,< 1,investigative,3,
855,SFUSD,West Portal ES,West Portal ES - Site E,24-Oct-17,< 1,investigative,4,
855,SFUSD,West Portal ES,West Portal ES - Site E,24-Oct-17,< 1,investigative,5,
855,SFUSD,West Portal ES,West Portal ES - Site E,24-Oct-17,< 1,investigative,6,
855,SFUSD,West Portal ES,West Portal ES - Site E,24-Oct-17,< 1,investigative,7,
855,SFUSD,West Portal ES,West Portal ES - Site E,24-Oct-17,< 1,investigative,8,
855,SFUSD,West Portal ES,West Portal ES - Site E,24-Oct-17,< 1,investigative,9,
855,SFUSD,West Portal ES,West Portal ES - Site E,24-Oct-17,< 1,investigative,10,
856,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
857,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
858,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
859,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
860,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,23.1,initial,,
860,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,2-Nov-17,18.8,repeat,,
861,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,7.35,initial,,
862,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,3.82,initial,,
863,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,23.3,initial,,
863,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,2-Nov-17,6,repeat,,
863,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,9-Nov-17,14.2,confirmatory,,
864,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,3.82,initial,,
865,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,38.7,initial,,
865,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,2-Nov-17,3.49,repeat,,
865,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,9-Nov-17,3.4,confirmatory,,
866,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,8.35,initial,,
867,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,22.2,initial,,
867,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,2-Nov-17,24.9,repeat,,
868,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,245,initial,,
868,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,2-Nov-17,403,repeat,,
868,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,2-Nov-17,286,investigative,2,
868,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,2-Nov-17,122,investigative,3,
868,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,2-Nov-17,84.7,investigative,4,
868,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,2-Nov-17,110,investigative,5,
868,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,2-Nov-17,90.3,investigative,6,
868,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,2-Nov-17,57.8,investigative,7,
868,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,2-Nov-17,71.6,investigative,8,
868,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,2-Nov-17,87.5,investigative,9,
868,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,2-Nov-17,102,investigative,10,
869,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,2.03,initial,,
870,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,2.02,initial,,
871,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,3.34,initial,,
872,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,2.69,initial,,
873,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,18,initial,,
873,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,2-Nov-17,5.36,repeat,,
873,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,9-Nov-17,9.83,confirmatory,,
874,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,3.62,initial,,
875,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,2.69,initial,,
876,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
877,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,8.34,initial,,
878,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,2.2,initial,,
879,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,5.37,initial,,
880,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,3.03,initial,,
881,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,1.08,initial,,
882,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,4.66,initial,,
883,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,2-Nov-17,65.6,initial,,No flow during initial sampling on 10/28/17.  Successfully sampled on 11/2
883,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,9-Nov-17,29.8,repeat,,
883,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,9-Nov-17,3.42,investigative,2,
883,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,9-Nov-17,1.84,investigative,3,
883,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,9-Nov-17,1.53,investigative,4,
883,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,9-Nov-17,1.6,investigative,5,
883,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,9-Nov-17,2.28,investigative,6,
883,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,9-Nov-17,1.34,investigative,7,
883,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,9-Nov-17,< 1,investigative,8,
883,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,9-Nov-17,1.81,investigative,9,
883,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,9-Nov-17,1.89,investigative,10,
884,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
885,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,5.43,initial,,
886,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,99.1,initial,,LF. 2 Sampling attempts on 11/1 and 11/9. No sample on both days. Tap capped as of 11/15; school district will call SFPUC when/if tap is repaired
887,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,1.07,initial,,
888,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,1.1,initial,,
889,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
890,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
891,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
892,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
893,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
894,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
895,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,1-Nov-17,31.2,initial,,No flow on 10/28. Sampling rescheduled and delivered on 11/1/2017
895,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,9-Nov-17,18.4,repeat,,
896,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
897,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
898,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
899,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
900,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
901,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
902,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
903,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
904,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
905,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
906,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
907,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
908,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,5.76,initial,,
909,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,3.24,initial,,
910,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
911,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
912,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
913,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
914,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,4.98,initial,,
915,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,2.12,initial,,
916,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
917,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
918,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
919,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
920,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
921,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
922,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
923,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
924,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
925,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,< 1,initial,,
926,SFUSD,West Portal ES,West Portal ES - SPECIAL SAMPLE,28-Oct-17,4.79,initial,,
927,SFUSD,Yick Wo ES,Yick Wo ES - Site A,11-Oct-17,< 1,initial,,Principal preferred to sample one site only.
