fw_id,school_district,school_name,sample_point_name,sample_date,Pb (µg/L),result,investigative_sample_number,comments
204,SFUSD,Dr. William Cobb ES,Dr. William Cobb ES - Site B,19-Apr-17,< 1,initial,,
205,SFUSD,Dr. William Cobb ES,Dr. William Cobb ES - Site C,19-Apr-17,< 1,initial,,
206,SFUSD,Dr. William Cobb ES,Dr. William Cobb ES - Site D,19-Apr-17,< 1,initial,,
207,SFUSD,Dr. William Cobb ES,Dr. William Cobb ES - Site E,19-Apr-17,< 1,initial,,
208,SFUSD,Drew (Charles) College Prep.,Drew (Charles) College Prep. - Site A,4-Oct-17,< 1,initial,,
209,SFUSD,Drew (Charles) College Prep.,Drew (Charles) College Prep. - Site B,4-Oct-17,< 1,initial,,
210,SFUSD,Drew (Charles) College Prep.,Drew (Charles) College Prep. - Site C,4-Oct-17,< 1,initial,,
211,SFUSD,Drew (Charles) College Prep.,Drew (Charles) College Prep. - Site D,4-Oct-17,< 1,initial,,
212,SFUSD,Drew (Charles) College Prep.,Drew (Charles) College Prep. - Site E,4-Oct-17,< 1,initial,,
213,SFUSD,Edison Charter School,Edison Charter School - Site A,13-Oct-17,< 1,initial,,
214,SFUSD,Edison Charter School,Edison Charter School - Site B,24-Oct-17,< 1,initial,,
215,SFUSD,Edison Charter School,Edison Charter School - Site C,13-Oct-17,< 1,initial,,
216,SFUSD,Edison Charter School,Edison Charter School - Site D,24-Oct-17,< 1,initial,,
217,SFUSD,Edison Charter School,Edison Charter School - Site E,13-Oct-17,< 1,initial,,
218,SFUSD,Edward R. Taylor ES,Edward R. Taylor ES - Site A,20-Oct-17,< 1,initial,,
219,SFUSD,Edward R. Taylor ES,Edward R. Taylor ES - Site B,20-Oct-17,< 1,initial,,
220,SFUSD,Edward R. Taylor ES,Edward R. Taylor ES - Site C,20-Oct-17,< 1,initial,,
221,SFUSD,Edward R. Taylor ES,Edward R. Taylor ES - Site D,20-Oct-17,< 1,initial,,
222,SFUSD,Edward R. Taylor ES,Edward R. Taylor ES - Site E,20-Oct-17,< 1,initial,,
223,SFUSD,Everett Middle School,Everett Middle School - Site A,18-Jan-18,< 1,initial,,
224,SFUSD,Everett Middle School,Everett Middle School - Site B,18-Jan-18,< 1,initial,,
225,SFUSD,Everett Middle School,Everett Middle School - Site C,18-Jan-18,< 1,initial,,
226,SFUSD,Everett Middle School,Everett Middle School - Site D,18-Jan-18,< 1,initial,,
227,SFUSD,Everett Middle School,Everett Middle School - Site E,18-Jan-18,< 1,initial,,
228,SFUSD,Excelsior Monroe OST,Excelsior Monroe OST - Site A,18-Oct-17,< 1,initial,,
229,SFUSD,Excelsior Monroe OST,Excelsior Monroe OST - Site B,18-Oct-17,< 1,initial,,
230,SFUSD,Excelsior Monroe OST,Excelsior Monroe OST - Site C,18-Oct-17,< 1,initial,,
231,SFUSD,Excelsior Monroe OST,Excelsior Monroe OST - Site D,18-Oct-17,< 1,initial,,
232,SFUSD,Excelsior Monroe OST,Excelsior Monroe OST - Site E,18-Oct-17,< 1,initial,,
233,SFUSD,Fairmount ES,Fairmount ES - Site A,6-Oct-17,< 1,initial,,
234,SFUSD,Fairmount ES,Fairmount ES - Site B,6-Oct-17,< 1,initial,,
235,SFUSD,Fairmount ES,Fairmount ES - Site C,6-Oct-17,< 1,initial,,
236,SFUSD,Fairmount ES,Fairmount ES - Site D,6-Oct-17,1,initial,,
237,SFUSD,Fairmount ES,Fairmount ES - Site E,6-Oct-17,2.16,initial,,
238,SFUSD,Francis Scott Key ES,Francis Scott Key ES - Site A,28-Sep-17,< 1,initial,,
239,SFUSD,Francis Scott Key ES,Francis Scott Key ES - Site B,28-Sep-17,< 1,initial,,
240,SFUSD,Francis Scott Key ES,Francis Scott Key ES - Site C,28-Sep-17,< 1,initial,,
241,SFUSD,Francis Scott Key ES,Francis Scott Key ES - Site D,28-Sep-17,< 1,initial,,
242,SFUSD,Francis Scott Key ES,Francis Scott Key ES - Site E,28-Sep-17,< 1,initial,,
243,SFUSD,Francisco Middle School,Francisco Middle School - Site A,24-Jan-18,< 1,initial,,
244,SFUSD,Francisco Middle School,Francisco Middle School - Site B,24-Jan-18,< 1,initial,,
245,SFUSD,Francisco Middle School,Francisco Middle School - Site C,24-Jan-18,< 1,initial,,
246,SFUSD,Francisco Middle School,Francisco Middle School - Site D,24-Jan-18,< 1,initial,,
247,SFUSD,Francisco Middle School,Francisco Middle School - Site E,24-Jan-18,< 1,initial,,
248,SFUSD,Frank McCoppin ES,Frank McCoppin ES - Site A,3-Oct-17,< 1,initial,,
249,SFUSD,Frank McCoppin ES,Frank McCoppin ES - Site B,3-Oct-17,< 1,initial,,
250,SFUSD,Frank McCoppin ES,Frank McCoppin ES - Site C,3-Oct-17,< 1,initial,,
251,SFUSD,Frank McCoppin ES,Frank McCoppin ES - Site D,3-Oct-17,< 1,initial,,
252,SFUSD,Frank McCoppin ES,Frank McCoppin ES - Site E,3-Oct-17,< 1,initial,,
253,SFUSD,Galileo High School,Galileo High School - Site A,13-Dec-17,< 1,initial,,
254,SFUSD,Galileo High School,Galileo High School - Site B,13-Dec-17,1.5,initial,,
255,SFUSD,Galileo High School,Galileo High School - Site C,13-Dec-17,< 1,initial,,
256,SFUSD,Galileo High School,Galileo High School - Site D,13-Dec-17,1.1,initial,,
257,SFUSD,Galileo High School,Galileo High School - Site E,13-Dec-17,< 1,initial,,
258,SFUSD,Gateway High School,Gateway High School - Site A,18-Jan-18,< 1,initial,,
259,SFUSD,Gateway High School,Gateway High School - Site B,18-Jan-18,< 1,initial,,
260,SFUSD,Gateway High School,Gateway High School - Site C,18-Jan-18,< 1,initial,,
261,SFUSD,Gateway High School,Gateway High School - Site D,18-Jan-18,< 1,initial,,
262,SFUSD,Gateway High School,Gateway High School - Site E,18-Jan-18,2.1,initial,,
263,SFUSD,Gateway Middle School,Gateway Middle School - Site A,18-Jan-18,< 1,initial,,
264,SFUSD,Gateway Middle School,Gateway Middle School - Site B,18-Jan-18,< 1,initial,,
265,SFUSD,Gateway Middle School,Gateway Middle School - Site C,18-Jan-18,< 1,initial,,
266,SFUSD,Gateway Middle School,Gateway Middle School - Site D,18-Jan-18,< 1,initial,,
267,SFUSD,Gateway Middle School,Gateway Middle School - Site E,18-Jan-18,< 1,initial,,
268,SFUSD,George Moscone ES,George Moscone ES - Site A,21-Sep-17,< 1,initial,,School is shared with Las Americas
269,SFUSD,George Moscone ES,George Moscone ES - Site B,21-Sep-17,< 1,initial,,
270,SFUSD,George Moscone ES,George Moscone ES - Site C,21-Sep-17,< 1,initial,,
271,SFUSD,George Moscone ES,George Moscone ES - Site D,21-Sep-17,< 1,initial,,Located at the entrance to the Las Americas side of the school
272,SFUSD,George Moscone ES,George Moscone ES - Site E,21-Sep-17,< 1,initial,,Located in Las Americas building (in front of PK classroom)
273,SFUSD,George Peabody ES,George Peabody ES - Site A,4-Oct-17,< 1,initial,,
274,SFUSD,George Peabody ES,George Peabody ES - Site B,4-Oct-17,< 1,initial,,
275,SFUSD,George Peabody ES,George Peabody ES - Site C,4-Oct-17,8.17,initial,,
276,SFUSD,George Peabody ES,George Peabody ES - Site D,4-Oct-17,< 1,initial,,
277,SFUSD,George Peabody ES,George Peabody ES - Site E,4-Oct-17,< 1,initial,,
278,SFUSD,George Washington Carver ES,George Washington Carver ES - Site A,20-Apr-17,2.15,initial,,
279,SFUSD,George Washington Carver ES,George Washington Carver ES - Site B,20-Apr-17,4.75,initial,,
280,SFUSD,George Washington Carver ES,George Washington Carver ES - Site C,20-Apr-17,< 1,initial,,
281,SFUSD,George Washington Carver ES,George Washington Carver ES - Site D,20-Apr-17,3.57,initial,,
282,SFUSD,George Washington Carver ES,George Washington Carver ES -  Site E,20-Apr-17,5.17,initial,,
283,SFUSD,Giannini (A.P.) Middle School,Giannini (A.P.) Middle School - Site A,13-Feb-18,< 1,initial,,
284,SFUSD,Giannini (A.P.) Middle School,Giannini (A.P.) Middle School - Site B,13-Feb-18,< 1,initial,,
285,SFUSD,Giannini (A.P.) Middle School,Giannini (A.P.) Middle School - Site C,13-Feb-18,< 1,initial,,
286,SFUSD,Giannini (A.P.) Middle School,Giannini (A.P.) Middle School - Site D,13-Feb-18,< 1,initial,,
287,SFUSD,Giannini (A.P.) Middle School,Giannini (A.P.) Middle School - Site E,13-Feb-18,< 1,initial,,
288,SFUSD,Glen Park ES,Glen Park ES - Site A,26-Sep-17,1.89,initial,,
289,SFUSD,Glen Park ES,Glen Park ES - Site B,26-Sep-17,< 1,initial,,
290,SFUSD,Glen Park ES,Glen Park ES - Site C,26-Sep-17,1.81,initial,,
291,SFUSD,Glen Park ES,Glen Park ES - Site D,26-Sep-17,< 1,initial,,
292,SFUSD,Glen Park ES,Glen Park ES - Site E,26-Sep-17,1.93,initial,,
293,SFUSD,Grattan ES,Grattan ES - Site A,3-Oct-17,3.24,initial,,
294,SFUSD,Grattan ES,Grattan ES - Site B,29-Sep-17,< 1,initial,,
295,SFUSD,Grattan ES,Grattan ES - Site C,29-Sep-17,1.24,initial,,
296,SFUSD,Grattan ES,Grattan ES - Site D,29-Sep-17,1.5,initial,,
297,SFUSD,Grattan ES,Grattan ES - Site E,29-Sep-17,1.08,initial,,
298,SFUSD,Guadalupe ES,Guadalupe ES - Site A,5-Oct-17,< 1,initial,,
299,SFUSD,Guadalupe ES,Guadalupe ES - Site B,5-Oct-17,< 1,initial,,
300,SFUSD,Guadalupe ES,Guadalupe ES - Site C,5-Oct-17,< 1,initial,,
301,SFUSD,Guadalupe ES,Guadalupe ES - Site D,5-Oct-17,< 1,initial,,
302,SFUSD,Guadalupe ES,Guadalupe ES - Site E,5-Oct-17,< 1,initial,,
303,SFUSD,Harvey Milk ES,Harvey Milk ES - Site A,13-Apr-17,< 1,initial,,
304,SFUSD,Harvey Milk ES,Harvey Milk ES - Site B,13-Apr-17,< 1,initial,,
305,SFUSD,Harvey Milk ES,Harvey Milk ES - Site C,13-Apr-17,< 1,initial,,
306,SFUSD,Harvey Milk ES,Harvey Milk ES - Site D,13-Apr-17,< 1,initial,,
307,SFUSD,Harvey Milk ES,Harvey Milk ES - Site E,13-Apr-17,< 1,initial,,
308,SFUSD,Havard (Leona M) Early Education,Havard (Leona M) Early Education - Site A,,,,,
309,SFUSD,Havard (Leona M) Early Education,Havard (Leona M) Early Education - Site B,,,,,
310,SFUSD,Havard (Leona M) Early Education,Havard (Leona M) Early Education - Site C,,,,,
311,SFUSD,Havard (Leona M) Early Education,Havard (Leona M) Early Education - Site D,,,,,
312,SFUSD,Havard (Leona M) Early Education,Havard (Leona M) Early Education - Site E,,,,,
313,SFUSD,Hillcrest ES,Hillcrest ES - Site A,29-Sep-17,< 1,initial,,
314,SFUSD,Hillcrest ES,Hillcrest ES - Site B,29-Sep-17,1.27,initial,,
315,SFUSD,Hillcrest ES,Hillcrest ES - Site C,29-Sep-17,2.38,initial,,
316,SFUSD,Hillcrest ES,Hillcrest ES - Site D,29-Sep-17,4.35,initial,,
317,SFUSD,Hillcrest ES,Hillcrest ES - Site E,29-Sep-17,6.05,initial,,
318,SFUSD,Hilltop HS (Pregnant Minors),Hilltop HS (Pregnant Minors) - Site A,5-Dec-17,< 1,initial,,
319,SFUSD,Hilltop HS (Pregnant Minors),Hilltop HS (Pregnant Minors) - Site B,5-Dec-17,< 1,initial,,
320,SFUSD,Hilltop HS (Pregnant Minors),Hilltop HS (Pregnant Minors) - Site C,5-Dec-17,< 1,initial,,
321,SFUSD,Hilltop HS (Pregnant Minors),Hilltop HS (Pregnant Minors) - Site D,5-Dec-17,1.1,initial,,
322,SFUSD,Hilltop HS (Pregnant Minors),Hilltop HS (Pregnant Minors) - Site E,5-Dec-17,< 1,initial,,
323,SFUSD,Hoover (Herbert) MS,Hoover (Herbert) MS - Site A,12-Oct-17,< 1,initial,,
324,SFUSD,Hoover (Herbert) MS,Hoover (Herbert) MS - Site B,12-Oct-17,< 1,initial,,
325,SFUSD,Hoover (Herbert) MS,Hoover (Herbert) MS - Site C,12-Oct-17,1.07,initial,,
326,SFUSD,Hoover (Herbert) MS,Hoover (Herbert) MS - Site D,12-Oct-17,2.01,initial,,
327,SFUSD,Hoover (Herbert) MS,Hoover (Herbert) MS - Site E,12-Oct-17,< 1,initial,,
328,SFUSD,Independence High School,Independence High School - Site A,27-Feb-18,< 1,initial,,
329,SFUSD,Independence High School,Independence High School - Site B,27-Feb-18,< 1,initial,,
330,SFUSD,Independence High School,Independence High School - Site C,27-Feb-18,< 1,initial,,
331,SFUSD,Independence High School,Independence High School - Site D,27-Feb-18,< 1,initial,,
332,SFUSD,Independence High School,Independence High School - Site E,27-Feb-18,< 1,initial,,
333,SFUSD,International Study HS,International Study HS - Site A,11-Oct-17,860,initial,,
333,SFUSD,International Study HS,International Study HS - Site A,18-Oct-17,248,repeat,,
333,SFUSD,International Study HS,International Study HS - Site A,18-Oct-17,135,investigative,2,
333,SFUSD,International Study HS,International Study HS - Site A,18-Oct-17,85.7,investigative,3,
333,SFUSD,International Study HS,International Study HS - Site A,18-Oct-17,77.2,investigative,4,
333,SFUSD,International Study HS,International Study HS - Site A,18-Oct-17,83.3,investigative,5,
333,SFUSD,International Study HS,International Study HS - Site A,18-Oct-17,55.9,investigative,6,
333,SFUSD,International Study HS,International Study HS - Site A,18-Oct-17,42.8,investigative,7,
333,SFUSD,International Study HS,International Study HS - Site A,18-Oct-17,44.1,investigative,8,
333,SFUSD,International Study HS,International Study HS - Site A,18-Oct-17,54.9,investigative,9,
333,SFUSD,International Study HS,International Study HS - Site A,18-Oct-17,45.9,investigative,10,
334,SFUSD,International Study HS,International Study HS - Site B,11-Oct-17,2.22,initial,,
335,SFUSD,International Study HS,International Study HS - Site C,12-Oct-17,1.54,initial,,
336,SFUSD,International Study HS,International Study HS - Site D,11-Oct-17,8.68,initial,,
337,SFUSD,International Study HS,International Study HS - Site E,11-Oct-17,2.47,initial,,
338,SFUSD,International Study HS,International Study HS - SPECIAL SAMPLE,19-Oct-17,2.67,initial,,
339,SFUSD,International Study HS,International Study HS - SPECIAL SAMPLE,19-Oct-17,2.42,initial,,
